Id,Location,Label,Value,ASCII
2440,GoodImg/Bmp/Sample018/img018-00100,18,H,72
2441,GoodImg/Bmp/Sample018/img018-00101,18,H,72
2442,GoodImg/Bmp/Sample018/img018-00102,18,H,72
2443,GoodImg/Bmp/Sample018/img018-00103,18,H,72
2444,GoodImg/Bmp/Sample018/img018-00104,18,H,72
2445,GoodImg/Bmp/Sample018/img018-00105,18,H,72
2446,GoodImg/Bmp/Sample018/img018-00106,18,H,72
2447,GoodImg/Bmp/Sample018/img018-00107,18,H,72
2448,GoodImg/Bmp/Sample018/img018-00108,18,H,72
2449,GoodImg/Bmp/Sample018/img018-00109,18,H,72
2450,GoodImg/Bmp/Sample018/img018-00110,18,H,72
2451,GoodImg/Bmp/Sample018/img018-00111,18,H,72
2452,GoodImg/Bmp/Sample018/img018-00112,18,H,72
2453,GoodImg/Bmp/Sample018/img018-00113,18,H,72
2454,GoodImg/Bmp/Sample018/img018-00114,18,H,72
2455,GoodImg/Bmp/Sample018/img018-00115,18,H,72
2456,GoodImg/Bmp/Sample018/img018-00116,18,H,72
2457,GoodImg/Bmp/Sample018/img018-00117,18,H,72
2458,GoodImg/Bmp/Sample018/img018-00118,18,H,72
2459,GoodImg/Bmp/Sample018/img018-00119,18,H,72
2460,GoodImg/Bmp/Sample018/img018-00120,18,H,72
2461,GoodImg/Bmp/Sample018/img018-00121,18,H,72
2462,GoodImg/Bmp/Sample018/img018-00122,18,H,72
2463,GoodImg/Bmp/Sample018/img018-00123,18,H,72
2464,GoodImg/Bmp/Sample018/img018-00124,18,H,72
2465,GoodImg/Bmp/Sample018/img018-00125,18,H,72
2466,GoodImg/Bmp/Sample018/img018-00126,18,H,72
2467,GoodImg/Bmp/Sample018/img018-00127,18,H,72
2468,GoodImg/Bmp/Sample018/img018-00128,18,H,72
2469,GoodImg/Bmp/Sample018/img018-00129,18,H,72
2470,GoodImg/Bmp/Sample018/img018-00130,18,H,72
2471,GoodImg/Bmp/Sample018/img018-00131,18,H,72
2472,GoodImg/Bmp/Sample018/img018-00132,18,H,72
2473,GoodImg/Bmp/Sample018/img018-00133,18,H,72
2474,GoodImg/Bmp/Sample018/img018-00134,18,H,72
2475,GoodImg/Bmp/Sample018/img018-00135,18,H,72
2476,GoodImg/Bmp/Sample018/img018-00136,18,H,72
2477,GoodImg/Bmp/Sample018/img018-00137,18,H,72
2478,GoodImg/Bmp/Sample018/img018-00138,18,H,72
2479,GoodImg/Bmp/Sample018/img018-00139,18,H,72
2480,GoodImg/Bmp/Sample018/img018-00140,18,H,72
2481,GoodImg/Bmp/Sample018/img018-00141,18,H,72
2482,GoodImg/Bmp/Sample018/img018-00142,18,H,72
2483,GoodImg/Bmp/Sample018/img018-00143,18,H,72
2484,GoodImg/Bmp/Sample018/img018-00144,18,H,72
2485,GoodImg/Bmp/Sample018/img018-00145,18,H,72
2486,GoodImg/Bmp/Sample018/img018-00146,18,H,72
2487,GoodImg/Bmp/Sample018/img018-00147,18,H,72
2488,GoodImg/Bmp/Sample018/img018-00148,18,H,72
2489,GoodImg/Bmp/Sample018/img018-00149,18,H,72
2490,GoodImg/Bmp/Sample018/img018-00150,18,H,72
2491,GoodImg/Bmp/Sample018/img018-00151,18,H,72
2492,GoodImg/Bmp/Sample018/img018-00152,18,H,72
2493,GoodImg/Bmp/Sample018/img018-00153,18,H,72
2494,GoodImg/Bmp/Sample018/img018-00154,18,H,72
2495,GoodImg/Bmp/Sample018/img018-00155,18,H,72
2496,GoodImg/Bmp/Sample018/img018-00156,18,H,72
2497,GoodImg/Bmp/Sample018/img018-00157,18,H,72
2498,GoodImg/Bmp/Sample018/img018-00158,18,H,72
2499,GoodImg/Bmp/Sample018/img018-00159,18,H,72
2500,GoodImg/Bmp/Sample018/img018-00160,18,H,72
2501,GoodImg/Bmp/Sample018/img018-00161,18,H,72
2502,GoodImg/Bmp/Sample018/img018-00162,18,H,72
2503,GoodImg/Bmp/Sample018/img018-00163,18,H,72
2504,GoodImg/Bmp/Sample018/img018-00164,18,H,72
2505,GoodImg/Bmp/Sample018/img018-00165,18,H,72
2506,GoodImg/Bmp/Sample018/img018-00166,18,H,72
2507,GoodImg/Bmp/Sample018/img018-00167,18,H,72
2508,GoodImg/Bmp/Sample018/img018-00168,18,H,72
2509,GoodImg/Bmp/Sample018/img018-00169,18,H,72
2510,GoodImg/Bmp/Sample018/img018-00170,18,H,72
2511,GoodImg/Bmp/Sample018/img018-00171,18,H,72
2512,GoodImg/Bmp/Sample018/img018-00172,18,H,72
2513,GoodImg/Bmp/Sample018/img018-00173,18,H,72
2514,GoodImg/Bmp/Sample018/img018-00174,18,H,72
2515,GoodImg/Bmp/Sample018/img018-00175,18,H,72
2516,GoodImg/Bmp/Sample018/img018-00176,18,H,72
2517,GoodImg/Bmp/Sample018/img018-00177,18,H,72
2518,GoodImg/Bmp/Sample018/img018-00178,18,H,72
2519,GoodImg/Bmp/Sample018/img018-00179,18,H,72
2520,GoodImg/Bmp/Sample018/img018-00180,18,H,72
2521,GoodImg/Bmp/Sample018/img018-00181,18,H,72
2522,GoodImg/Bmp/Sample018/img018-00182,18,H,72
2523,GoodImg/Bmp/Sample018/img018-00183,18,H,72
2524,GoodImg/Bmp/Sample018/img018-00184,18,H,72
2525,GoodImg/Bmp/Sample018/img018-00185,18,H,72
2526,GoodImg/Bmp/Sample018/img018-00186,18,H,72
2527,GoodImg/Bmp/Sample018/img018-00187,18,H,72
2528,GoodImg/Bmp/Sample018/img018-00188,18,H,72
2529,GoodImg/Bmp/Sample018/img018-00189,18,H,72
2530,GoodImg/Bmp/Sample018/img018-00190,18,H,72
2531,GoodImg/Bmp/Sample018/img018-00191,18,H,72
2532,GoodImg/Bmp/Sample018/img018-00192,18,H,72
2533,GoodImg/Bmp/Sample018/img018-00193,18,H,72
2534,GoodImg/Bmp/Sample019/img019-00001,19,I,73
2535,GoodImg/Bmp/Sample019/img019-00002,19,I,73
2536,GoodImg/Bmp/Sample019/img019-00003,19,I,73
2537,GoodImg/Bmp/Sample019/img019-00004,19,I,73
2538,GoodImg/Bmp/Sample019/img019-00005,19,I,73
2539,GoodImg/Bmp/Sample019/img019-00006,19,I,73
2540,GoodImg/Bmp/Sample019/img019-00007,19,I,73
2541,GoodImg/Bmp/Sample019/img019-00008,19,I,73
2542,GoodImg/Bmp/Sample019/img019-00009,19,I,73
2543,GoodImg/Bmp/Sample019/img019-00010,19,I,73
2544,GoodImg/Bmp/Sample019/img019-00011,19,I,73
2545,GoodImg/Bmp/Sample019/img019-00012,19,I,73
2546,GoodImg/Bmp/Sample019/img019-00013,19,I,73
2547,GoodImg/Bmp/Sample019/img019-00014,19,I,73
2548,GoodImg/Bmp/Sample019/img019-00015,19,I,73
2549,GoodImg/Bmp/Sample019/img019-00016,19,I,73
2550,GoodImg/Bmp/Sample019/img019-00017,19,I,73
2551,GoodImg/Bmp/Sample019/img019-00018,19,I,73
2552,GoodImg/Bmp/Sample019/img019-00019,19,I,73
2553,GoodImg/Bmp/Sample019/img019-00020,19,I,73
2554,GoodImg/Bmp/Sample019/img019-00021,19,I,73
2555,GoodImg/Bmp/Sample019/img019-00022,19,I,73
2556,GoodImg/Bmp/Sample019/img019-00023,19,I,73
2557,GoodImg/Bmp/Sample019/img019-00024,19,I,73
2558,GoodImg/Bmp/Sample019/img019-00025,19,I,73
2559,GoodImg/Bmp/Sample019/img019-00026,19,I,73
2560,GoodImg/Bmp/Sample019/img019-00027,19,I,73
2561,GoodImg/Bmp/Sample019/img019-00028,19,I,73
2562,GoodImg/Bmp/Sample019/img019-00029,19,I,73
2563,GoodImg/Bmp/Sample019/img019-00030,19,I,73
2564,GoodImg/Bmp/Sample019/img019-00031,19,I,73
2565,GoodImg/Bmp/Sample019/img019-00032,19,I,73
2566,GoodImg/Bmp/Sample019/img019-00033,19,I,73
2567,GoodImg/Bmp/Sample019/img019-00034,19,I,73
2568,GoodImg/Bmp/Sample019/img019-00035,19,I,73
2569,GoodImg/Bmp/Sample019/img019-00036,19,I,73
2570,GoodImg/Bmp/Sample019/img019-00037,19,I,73
2571,GoodImg/Bmp/Sample019/img019-00038,19,I,73
2572,GoodImg/Bmp/Sample019/img019-00039,19,I,73
2573,GoodImg/Bmp/Sample019/img019-00040,19,I,73
2574,GoodImg/Bmp/Sample019/img019-00041,19,I,73
2575,GoodImg/Bmp/Sample019/img019-00042,19,I,73
2576,GoodImg/Bmp/Sample019/img019-00043,19,I,73
2577,GoodImg/Bmp/Sample019/img019-00044,19,I,73
2578,GoodImg/Bmp/Sample019/img019-00045,19,I,73
2579,GoodImg/Bmp/Sample019/img019-00046,19,I,73
2580,GoodImg/Bmp/Sample019/img019-00047,19,I,73
2581,GoodImg/Bmp/Sample019/img019-00048,19,I,73
2582,GoodImg/Bmp/Sample019/img019-00049,19,I,73
2583,GoodImg/Bmp/Sample019/img019-00050,19,I,73
2584,GoodImg/Bmp/Sample019/img019-00051,19,I,73
2585,GoodImg/Bmp/Sample019/img019-00052,19,I,73
2586,GoodImg/Bmp/Sample019/img019-00053,19,I,73
2587,GoodImg/Bmp/Sample019/img019-00054,19,I,73
2588,GoodImg/Bmp/Sample019/img019-00055,19,I,73
2589,GoodImg/Bmp/Sample019/img019-00056,19,I,73
2590,GoodImg/Bmp/Sample019/img019-00057,19,I,73
2591,GoodImg/Bmp/Sample019/img019-00058,19,I,73
2592,GoodImg/Bmp/Sample019/img019-00059,19,I,73
2593,GoodImg/Bmp/Sample019/img019-00060,19,I,73
2594,GoodImg/Bmp/Sample019/img019-00061,19,I,73
2595,GoodImg/Bmp/Sample019/img019-00062,19,I,73
2596,GoodImg/Bmp/Sample019/img019-00063,19,I,73
2597,GoodImg/Bmp/Sample019/img019-00064,19,I,73
2598,GoodImg/Bmp/Sample019/img019-00065,19,I,73
2599,GoodImg/Bmp/Sample019/img019-00066,19,I,73
2600,GoodImg/Bmp/Sample019/img019-00067,19,I,73
2601,GoodImg/Bmp/Sample019/img019-00068,19,I,73
2602,GoodImg/Bmp/Sample019/img019-00069,19,I,73
2603,GoodImg/Bmp/Sample019/img019-00070,19,I,73
2604,GoodImg/Bmp/Sample019/img019-00071,19,I,73
2605,GoodImg/Bmp/Sample019/img019-00072,19,I,73
2606,GoodImg/Bmp/Sample019/img019-00073,19,I,73
2607,GoodImg/Bmp/Sample019/img019-00074,19,I,73
2608,GoodImg/Bmp/Sample019/img019-00075,19,I,73
2609,GoodImg/Bmp/Sample019/img019-00076,19,I,73
2610,GoodImg/Bmp/Sample019/img019-00077,19,I,73
2611,GoodImg/Bmp/Sample019/img019-00078,19,I,73
2612,GoodImg/Bmp/Sample019/img019-00079,19,I,73
2613,GoodImg/Bmp/Sample019/img019-00080,19,I,73
2614,GoodImg/Bmp/Sample019/img019-00081,19,I,73
2615,GoodImg/Bmp/Sample019/img019-00082,19,I,73
2616,GoodImg/Bmp/Sample019/img019-00083,19,I,73
2617,GoodImg/Bmp/Sample019/img019-00084,19,I,73
2618,GoodImg/Bmp/Sample019/img019-00085,19,I,73
2619,GoodImg/Bmp/Sample019/img019-00086,19,I,73
2620,GoodImg/Bmp/Sample019/img019-00087,19,I,73
2621,GoodImg/Bmp/Sample019/img019-00088,19,I,73
2622,GoodImg/Bmp/Sample019/img019-00089,19,I,73
2623,GoodImg/Bmp/Sample019/img019-00090,19,I,73
2624,GoodImg/Bmp/Sample019/img019-00091,19,I,73
2625,GoodImg/Bmp/Sample019/img019-00092,19,I,73
2626,GoodImg/Bmp/Sample019/img019-00093,19,I,73
2627,GoodImg/Bmp/Sample019/img019-00094,19,I,73
2628,GoodImg/Bmp/Sample019/img019-00095,19,I,73
2629,GoodImg/Bmp/Sample019/img019-00096,19,I,73
2630,GoodImg/Bmp/Sample019/img019-00097,19,I,73
2631,GoodImg/Bmp/Sample019/img019-00098,19,I,73
2632,GoodImg/Bmp/Sample019/img019-00099,19,I,73
2633,GoodImg/Bmp/Sample019/img019-00100,19,I,73
2634,GoodImg/Bmp/Sample019/img019-00101,19,I,73
2635,GoodImg/Bmp/Sample019/img019-00102,19,I,73
2636,GoodImg/Bmp/Sample019/img019-00103,19,I,73
2637,GoodImg/Bmp/Sample019/img019-00104,19,I,73
2638,GoodImg/Bmp/Sample019/img019-00105,19,I,73
2639,GoodImg/Bmp/Sample019/img019-00106,19,I,73
2640,GoodImg/Bmp/Sample019/img019-00107,19,I,73
2641,GoodImg/Bmp/Sample019/img019-00108,19,I,73
2642,GoodImg/Bmp/Sample019/img019-00109,19,I,73
2643,GoodImg/Bmp/Sample019/img019-00110,19,I,73
2644,GoodImg/Bmp/Sample019/img019-00111,19,I,73
2645,GoodImg/Bmp/Sample019/img019-00112,19,I,73
2646,GoodImg/Bmp/Sample019/img019-00113,19,I,73
2647,GoodImg/Bmp/Sample019/img019-00114,19,I,73
2648,GoodImg/Bmp/Sample019/img019-00115,19,I,73
2649,GoodImg/Bmp/Sample019/img019-00116,19,I,73
2650,GoodImg/Bmp/Sample019/img019-00117,19,I,73
2651,GoodImg/Bmp/Sample019/img019-00118,19,I,73
2652,GoodImg/Bmp/Sample019/img019-00119,19,I,73
2653,GoodImg/Bmp/Sample019/img019-00120,19,I,73
2654,GoodImg/Bmp/Sample019/img019-00121,19,I,73
2655,GoodImg/Bmp/Sample019/img019-00122,19,I,73
2656,GoodImg/Bmp/Sample019/img019-00123,19,I,73
2657,GoodImg/Bmp/Sample019/img019-00124,19,I,73
2658,GoodImg/Bmp/Sample019/img019-00125,19,I,73
2659,GoodImg/Bmp/Sample019/img019-00126,19,I,73
2660,GoodImg/Bmp/Sample019/img019-00127,19,I,73
2661,GoodImg/Bmp/Sample019/img019-00128,19,I,73
2662,GoodImg/Bmp/Sample019/img019-00129,19,I,73
2663,GoodImg/Bmp/Sample019/img019-00130,19,I,73
2664,GoodImg/Bmp/Sample019/img019-00131,19,I,73
2665,GoodImg/Bmp/Sample019/img019-00132,19,I,73
2666,GoodImg/Bmp/Sample019/img019-00133,19,I,73
2667,GoodImg/Bmp/Sample019/img019-00134,19,I,73
2668,GoodImg/Bmp/Sample019/img019-00135,19,I,73
2669,GoodImg/Bmp/Sample019/img019-00136,19,I,73
2670,GoodImg/Bmp/Sample019/img019-00137,19,I,73
2671,GoodImg/Bmp/Sample019/img019-00138,19,I,73
2672,GoodImg/Bmp/Sample019/img019-00139,19,I,73
2673,GoodImg/Bmp/Sample019/img019-00140,19,I,73
2674,GoodImg/Bmp/Sample019/img019-00141,19,I,73
2675,GoodImg/Bmp/Sample019/img019-00142,19,I,73
2676,GoodImg/Bmp/Sample019/img019-00143,19,I,73
2677,GoodImg/Bmp/Sample019/img019-00144,19,I,73
2678,GoodImg/Bmp/Sample019/img019-00145,19,I,73
2679,GoodImg/Bmp/Sample019/img019-00146,19,I,73
2680,GoodImg/Bmp/Sample019/img019-00147,19,I,73
2681,GoodImg/Bmp/Sample019/img019-00148,19,I,73
2682,GoodImg/Bmp/Sample019/img019-00149,19,I,73
2683,GoodImg/Bmp/Sample019/img019-00150,19,I,73
2684,GoodImg/Bmp/Sample019/img019-00151,19,I,73
2685,GoodImg/Bmp/Sample019/img019-00152,19,I,73
2686,GoodImg/Bmp/Sample019/img019-00153,19,I,73
2687,GoodImg/Bmp/Sample019/img019-00154,19,I,73
2688,GoodImg/Bmp/Sample019/img019-00155,19,I,73
2689,GoodImg/Bmp/Sample019/img019-00156,19,I,73
2690,GoodImg/Bmp/Sample019/img019-00157,19,I,73
2691,GoodImg/Bmp/Sample019/img019-00158,19,I,73
2692,GoodImg/Bmp/Sample019/img019-00159,19,I,73
2693,GoodImg/Bmp/Sample019/img019-00160,19,I,73
2694,GoodImg/Bmp/Sample019/img019-00161,19,I,73
2695,GoodImg/Bmp/Sample019/img019-00162,19,I,73
2696,GoodImg/Bmp/Sample019/img019-00163,19,I,73
2697,GoodImg/Bmp/Sample019/img019-00164,19,I,73
2698,GoodImg/Bmp/Sample019/img019-00165,19,I,73
2699,GoodImg/Bmp/Sample019/img019-00166,19,I,73
2700,GoodImg/Bmp/Sample019/img019-00167,19,I,73
2701,GoodImg/Bmp/Sample019/img019-00168,19,I,73
2702,GoodImg/Bmp/Sample019/img019-00169,19,I,73
2703,GoodImg/Bmp/Sample019/img019-00170,19,I,73
2704,GoodImg/Bmp/Sample019/img019-00171,19,I,73
2705,GoodImg/Bmp/Sample019/img019-00172,19,I,73
2706,GoodImg/Bmp/Sample019/img019-00173,19,I,73
2707,GoodImg/Bmp/Sample019/img019-00174,19,I,73
2708,GoodImg/Bmp/Sample019/img019-00175,19,I,73
2709,GoodImg/Bmp/Sample019/img019-00176,19,I,73
2710,GoodImg/Bmp/Sample019/img019-00177,19,I,73
2711,GoodImg/Bmp/Sample019/img019-00178,19,I,73
2712,GoodImg/Bmp/Sample019/img019-00179,19,I,73
2713,GoodImg/Bmp/Sample019/img019-00180,19,I,73
2714,GoodImg/Bmp/Sample019/img019-00181,19,I,73
2715,GoodImg/Bmp/Sample019/img019-00182,19,I,73
2716,GoodImg/Bmp/Sample019/img019-00183,19,I,73
2717,GoodImg/Bmp/Sample019/img019-00184,19,I,73
2718,GoodImg/Bmp/Sample019/img019-00185,19,I,73
2719,GoodImg/Bmp/Sample019/img019-00186,19,I,73
2720,GoodImg/Bmp/Sample019/img019-00187,19,I,73
2721,GoodImg/Bmp/Sample019/img019-00188,19,I,73
2722,GoodImg/Bmp/Sample019/img019-00189,19,I,73
2723,GoodImg/Bmp/Sample019/img019-00190,19,I,73
2724,GoodImg/Bmp/Sample019/img019-00191,19,I,73
2725,GoodImg/Bmp/Sample019/img019-00192,19,I,73
2726,GoodImg/Bmp/Sample019/img019-00193,19,I,73
2727,GoodImg/Bmp/Sample019/img019-00194,19,I,73
2728,GoodImg/Bmp/Sample019/img019-00195,19,I,73
2729,GoodImg/Bmp/Sample019/img019-00196,19,I,73
2730,GoodImg/Bmp/Sample019/img019-00197,19,I,73
2731,GoodImg/Bmp/Sample019/img019-00198,19,I,73
2732,GoodImg/Bmp/Sample019/img019-00199,19,I,73
2733,GoodImg/Bmp/Sample019/img019-00200,19,I,73
2734,GoodImg/Bmp/Sample019/img019-00201,19,I,73
2735,GoodImg/Bmp/Sample019/img019-00202,19,I,73
2736,GoodImg/Bmp/Sample019/img019-00203,19,I,73
2737,GoodImg/Bmp/Sample019/img019-00204,19,I,73
2738,GoodImg/Bmp/Sample019/img019-00205,19,I,73
2739,GoodImg/Bmp/Sample019/img019-00206,19,I,73
2740,GoodImg/Bmp/Sample019/img019-00207,19,I,73
2741,GoodImg/Bmp/Sample019/img019-00208,19,I,73
2742,GoodImg/Bmp/Sample019/img019-00209,19,I,73
2743,GoodImg/Bmp/Sample019/img019-00210,19,I,73
2744,GoodImg/Bmp/Sample019/img019-00211,19,I,73
2745,GoodImg/Bmp/Sample019/img019-00212,19,I,73
2746,GoodImg/Bmp/Sample019/img019-00213,19,I,73
2747,GoodImg/Bmp/Sample019/img019-00214,19,I,73
2748,GoodImg/Bmp/Sample019/img019-00215,19,I,73
2749,GoodImg/Bmp/Sample019/img019-00216,19,I,73
2750,GoodImg/Bmp/Sample019/img019-00217,19,I,73
2751,GoodImg/Bmp/Sample019/img019-00218,19,I,73
2752,GoodImg/Bmp/Sample019/img019-00219,19,I,73
2753,GoodImg/Bmp/Sample019/img019-00220,19,I,73
2754,GoodImg/Bmp/Sample019/img019-00221,19,I,73
2755,GoodImg/Bmp/Sample019/img019-00222,19,I,73
2756,GoodImg/Bmp/Sample019/img019-00223,19,I,73
2757,GoodImg/Bmp/Sample019/img019-00224,19,I,73
2758,GoodImg/Bmp/Sample019/img019-00225,19,I,73
2759,GoodImg/Bmp/Sample019/img019-00226,19,I,73
2760,GoodImg/Bmp/Sample019/img019-00227,19,I,73
2761,GoodImg/Bmp/Sample019/img019-00228,19,I,73
2762,GoodImg/Bmp/Sample019/img019-00229,19,I,73
2763,GoodImg/Bmp/Sample019/img019-00230,19,I,73
2764,GoodImg/Bmp/Sample019/img019-00231,19,I,73
2765,GoodImg/Bmp/Sample019/img019-00232,19,I,73
2766,GoodImg/Bmp/Sample019/img019-00233,19,I,73
2767,GoodImg/Bmp/Sample019/img019-00234,19,I,73
2768,GoodImg/Bmp/Sample019/img019-00235,19,I,73
2769,GoodImg/Bmp/Sample019/img019-00236,19,I,73
2770,GoodImg/Bmp/Sample019/img019-00237,19,I,73
2771,GoodImg/Bmp/Sample019/img019-00238,19,I,73
2772,GoodImg/Bmp/Sample019/img019-00239,19,I,73
2773,GoodImg/Bmp/Sample019/img019-00240,19,I,73
2774,GoodImg/Bmp/Sample019/img019-00241,19,I,73
2775,GoodImg/Bmp/Sample019/img019-00242,19,I,73
2776,GoodImg/Bmp/Sample019/img019-00243,19,I,73
2777,GoodImg/Bmp/Sample019/img019-00244,19,I,73
2778,GoodImg/Bmp/Sample019/img019-00245,19,I,73
2779,GoodImg/Bmp/Sample019/img019-00246,19,I,73
2780,GoodImg/Bmp/Sample019/img019-00247,19,I,73
2781,GoodImg/Bmp/Sample019/img019-00248,19,I,73
2782,GoodImg/Bmp/Sample019/img019-00249,19,I,73
2783,GoodImg/Bmp/Sample019/img019-00250,19,I,73
2784,GoodImg/Bmp/Sample019/img019-00251,19,I,73
2785,GoodImg/Bmp/Sample019/img019-00252,19,I,73
2786,GoodImg/Bmp/Sample019/img019-00253,19,I,73
2787,GoodImg/Bmp/Sample019/img019-00254,19,I,73
2788,GoodImg/Bmp/Sample019/img019-00255,19,I,73
2789,GoodImg/Bmp/Sample019/img019-00256,19,I,73
2790,GoodImg/Bmp/Sample019/img019-00257,19,I,73
2791,GoodImg/Bmp/Sample019/img019-00258,19,I,73
2792,GoodImg/Bmp/Sample019/img019-00259,19,I,73
2793,GoodImg/Bmp/Sample019/img019-00260,19,I,73
2794,GoodImg/Bmp/Sample019/img019-00261,19,I,73
2795,GoodImg/Bmp/Sample019/img019-00262,19,I,73
2796,GoodImg/Bmp/Sample019/img019-00263,19,I,73
2797,GoodImg/Bmp/Sample019/img019-00264,19,I,73
2798,GoodImg/Bmp/Sample019/img019-00265,19,I,73
2799,GoodImg/Bmp/Sample019/img019-00266,19,I,73
2800,GoodImg/Bmp/Sample019/img019-00267,19,I,73
2801,GoodImg/Bmp/Sample019/img019-00268,19,I,73
2802,GoodImg/Bmp/Sample019/img019-00269,19,I,73
2803,GoodImg/Bmp/Sample019/img019-00270,19,I,73
2804,GoodImg/Bmp/Sample019/img019-00271,19,I,73
2805,GoodImg/Bmp/Sample019/img019-00272,19,I,73
2806,GoodImg/Bmp/Sample019/img019-00273,19,I,73
2807,GoodImg/Bmp/Sample019/img019-00274,19,I,73
2808,GoodImg/Bmp/Sample019/img019-00275,19,I,73
2809,GoodImg/Bmp/Sample019/img019-00276,19,I,73
2810,GoodImg/Bmp/Sample019/img019-00277,19,I,73
2811,GoodImg/Bmp/Sample019/img019-00278,19,I,73
2812,GoodImg/Bmp/Sample019/img019-00279,19,I,73
2813,GoodImg/Bmp/Sample019/img019-00280,19,I,73
2814,GoodImg/Bmp/Sample019/img019-00281,19,I,73
2815,GoodImg/Bmp/Sample019/img019-00282,19,I,73
2816,GoodImg/Bmp/Sample019/img019-00283,19,I,73
2817,GoodImg/Bmp/Sample019/img019-00284,19,I,73
2818,GoodImg/Bmp/Sample019/img019-00285,19,I,73
2819,GoodImg/Bmp/Sample019/img019-00286,19,I,73
2820,GoodImg/Bmp/Sample019/img019-00287,19,I,73
2821,GoodImg/Bmp/Sample019/img019-00288,19,I,73
2822,GoodImg/Bmp/Sample019/img019-00289,19,I,73
2823,GoodImg/Bmp/Sample019/img019-00290,19,I,73
2824,GoodImg/Bmp/Sample019/img019-00291,19,I,73
2825,GoodImg/Bmp/Sample019/img019-00292,19,I,73
2826,GoodImg/Bmp/Sample019/img019-00293,19,I,73
2827,GoodImg/Bmp/Sample019/img019-00294,19,I,73
2828,GoodImg/Bmp/Sample019/img019-00295,19,I,73
2829,GoodImg/Bmp/Sample019/img019-00296,19,I,73
2830,GoodImg/Bmp/Sample019/img019-00297,19,I,73
2831,GoodImg/Bmp/Sample019/img019-00298,19,I,73
2832,GoodImg/Bmp/Sample019/img019-00299,19,I,73
2833,GoodImg/Bmp/Sample019/img019-00300,19,I,73
2834,GoodImg/Bmp/Sample019/img019-00301,19,I,73
2835,GoodImg/Bmp/Sample019/img019-00302,19,I,73
2836,GoodImg/Bmp/Sample020/img020-00001,20,J,74
2837,GoodImg/Bmp/Sample020/img020-00002,20,J,74
2838,GoodImg/Bmp/Sample020/img020-00003,20,J,74
2839,GoodImg/Bmp/Sample020/img020-00004,20,J,74
2840,GoodImg/Bmp/Sample020/img020-00005,20,J,74
2841,GoodImg/Bmp/Sample020/img020-00006,20,J,74
2842,GoodImg/Bmp/Sample020/img020-00007,20,J,74
2843,GoodImg/Bmp/Sample020/img020-00008,20,J,74
2844,GoodImg/Bmp/Sample020/img020-00009,20,J,74
2845,GoodImg/Bmp/Sample020/img020-00010,20,J,74
2846,GoodImg/Bmp/Sample020/img020-00011,20,J,74
2847,GoodImg/Bmp/Sample020/img020-00012,20,J,74
2848,GoodImg/Bmp/Sample020/img020-00013,20,J,74
2849,GoodImg/Bmp/Sample020/img020-00014,20,J,74
2850,GoodImg/Bmp/Sample020/img020-00015,20,J,74
2851,GoodImg/Bmp/Sample020/img020-00016,20,J,74
2852,GoodImg/Bmp/Sample020/img020-00017,20,J,74
2853,GoodImg/Bmp/Sample020/img020-00018,20,J,74
2854,GoodImg/Bmp/Sample020/img020-00019,20,J,74
2855,GoodImg/Bmp/Sample020/img020-00020,20,J,74
2856,GoodImg/Bmp/Sample020/img020-00021,20,J,74
2857,GoodImg/Bmp/Sample020/img020-00022,20,J,74
2858,GoodImg/Bmp/Sample020/img020-00023,20,J,74
2859,GoodImg/Bmp/Sample020/img020-00024,20,J,74
2860,GoodImg/Bmp/Sample020/img020-00025,20,J,74
2861,GoodImg/Bmp/Sample020/img020-00026,20,J,74
2862,GoodImg/Bmp/Sample020/img020-00027,20,J,74
2863,GoodImg/Bmp/Sample020/img020-00028,20,J,74
2864,GoodImg/Bmp/Sample020/img020-00029,20,J,74
2865,GoodImg/Bmp/Sample020/img020-00030,20,J,74
2866,GoodImg/Bmp/Sample020/img020-00031,20,J,74
2867,GoodImg/Bmp/Sample020/img020-00032,20,J,74
2868,GoodImg/Bmp/Sample020/img020-00033,20,J,74
2869,GoodImg/Bmp/Sample020/img020-00034,20,J,74
2870,GoodImg/Bmp/Sample020/img020-00035,20,J,74
2871,GoodImg/Bmp/Sample020/img020-00036,20,J,74
2872,GoodImg/Bmp/Sample020/img020-00037,20,J,74
2873,GoodImg/Bmp/Sample020/img020-00038,20,J,74
2874,GoodImg/Bmp/Sample020/img020-00039,20,J,74
2875,GoodImg/Bmp/Sample020/img020-00040,20,J,74
2876,GoodImg/Bmp/Sample020/img020-00041,20,J,74
2877,GoodImg/Bmp/Sample020/img020-00042,20,J,74
2878,GoodImg/Bmp/Sample020/img020-00043,20,J,74
2879,GoodImg/Bmp/Sample020/img020-00044,20,J,74
2880,GoodImg/Bmp/Sample020/img020-00045,20,J,74
2881,GoodImg/Bmp/Sample020/img020-00046,20,J,74
2882,GoodImg/Bmp/Sample020/img020-00047,20,J,74
2883,GoodImg/Bmp/Sample020/img020-00048,20,J,74
2884,GoodImg/Bmp/Sample020/img020-00049,20,J,74
2885,GoodImg/Bmp/Sample020/img020-00050,20,J,74
2886,GoodImg/Bmp/Sample020/img020-00051,20,J,74
2887,GoodImg/Bmp/Sample020/img020-00052,20,J,74
2888,GoodImg/Bmp/Sample020/img020-00053,20,J,74
2889,GoodImg/Bmp/Sample020/img020-00054,20,J,74
2890,GoodImg/Bmp/Sample020/img020-00055,20,J,74
